"","title","categories","published_year","average_rating","authors"
"6278","in search of captain zero","Biography & Autobiography",2002,4.15,"Alan C. Weisbecker"
"6280","how to save your own life","Fiction",2006,3.6,"Erica Jong"
"6281","parachutes & kisses","Fiction",2006,3.47,"Erica Jong"
"6282","fear of fifty","Biography & Autobiography",2006,3.56,"Erica Jong"
"6285","the book of leviathan","Comics & Graphic Novels",2001,4.17,"Peter Blegvad"
"6286","the arabian nightmare","Fiction",2002,3.85,"Robert Irwin"
"6287","laughing gas","Fiction",2001,3.89,"Pelham Grenville Wodehouse"
"6288","meet mr. mulliner","Fiction",2002,4.06,"Pelham Grenville Wodehouse"
"6289","this is berlin","History",2002,4.22,"William L. Shirer"
"6290","the stones of summer","Fiction",2004,3.14,"Dow Mossman"
"6291","spring fever","Fiction",2004,4.06,"P.g. Wodehouse"
"6292","money in the bank","Fiction",1942,4.15,"P. G. Wodehouse"
"6293","anthony powell","Biography & Autobiography",2005,3.72,"Michael Barber"
"6294","the warrior prophet","Fiction",2005,3.95,"R. Scott Bakker"
"6295","the various haunts of men","Fiction",2004,3.81,"Susan Hill"
"6296","the unmasking of oscar wilde","Religion",2000,4.25,"Joseph Pearce"
"6297","the american heritage new history of the civil war","History",2001,4.1,"Bruce Catton"
"6299","one flew over the cuckoo's nest (sparknotes literature guide)","Literary Criticism",2002,4.12,"Ken Kesey"
"6302","the tempest","Drama",2003,3.81,"William Shakespeare"
"6303","king lear","Literary Criticism",2003,3.9,"William Shakespeare"
"6304","the big book of boy stuff","Juvenile Nonfiction",2004,4.24,"Bart King"
"6306","fifty-one tales","Fiction",2002,3.82,"Lord Dunsany"
"6307","the well at the world's end","Fiction",2000,3.77,"William Morris"
"6308","the lure of the basilisk","Fiction",2001,3.7,"Lawrence Watt-Evans"
"6309","ivanhoe","Juvenile Fiction",2004,3.93,"Marianna Mayer"
"6310","on the lines of morris' romances","Fiction",2003,4.09,"William Morris"
"6313","cast in dark waters","Fiction",2002,3.31,"Edward Gorman"
"6314","isis","Fiction",2006,3.68,"Douglas Clegg"
"6315","the secretary of dreams","Fiction",2006,4.45,"Stephen King"
"6316","tolkien and c.s. lewis","Biography & Autobiography",2003,4,"Colin Duriez"
"6318","tomie","Comics & Graphic Novels",2001,3.92,"Junji Ito"
"6319","category freaks","Comics & Graphic Novels",2005,3.57,"Sakurako Gokurakuin"
"6320","the pirate dictionary","History",2004,3.69,"Terry Breverton"
"6321","this side of paradise","Juvenile Fiction",2004,3.74,"Steven L. Layne"
"6322","farewell to salonica","Biography & Autobiography",2003,4.11,"Leon Sciaky"
"6325","de vita propria liber","Biography & Autobiography",2002,3.79,"Girolamo Cardano"
"6326","witch grass","Fiction",2003,3.94,"Raymond Queneau"
"6327","the tenants of moonbloom","Fiction",2003,3.89,"Edward Lewis Wallant"
"6328","the ivory tower","Fiction",2004,3.33,"Henry James"
"6329","mistress masham's repose","Juvenile Fiction",1946,3.94,"T. H. White"
"6330","hons and rebels","Biography & Autobiography",2004,4.12,"Jessica Mitford"
"6331","an episode of sparrows","Juvenile Fiction",2004,4.2,"Rumer Godden"
"6332","the man who watched trains go by","Fiction",2005,3.85,"Georges Simenon"
"6333","the new york stories of henry james","Fiction",2006,4.04,"Henry James"
"6335","the strangers in the house","Fiction",2006,3.76,"Georges Simenon"
"6336","a savage war of peace","History",2006,4.22,"Alistair Horne"
"6337","diary of a man in despair","Biography & Autobiography",2013,4.22,"Fritz Percy Reck-Malleczewen"
"6340","a guide to the words of my perfect teacher","Religion",2004,4.61,"Khenpo Ngawang Pelzang"
"6343","the changeling","Fiction",2005,3.56,"Kate Horsley"
"6344","making a change for good","Philosophy",2007,3.92,"Cheri Huber"
"6345","the art of war","Philosophy",2005,3.97,"Sun-Tzu"
"6347","fablehaven","Juvenile Fiction",2006,4.09,"Brandon Mull"
"6348","the dream giver","Religion",2003,4.25,"Bruce Wilkinson"
"6349","the treasure principle","Religion",2005,4.13,"Randy Alcorn"
"6350","dominion","Fiction",2006,4.22,"Randy Alcorn"
"6351","the blazing center study guide","Religion",2006,4.28,"John Piper"
"6352","reluctant burglar","Fiction",2006,3.67,"Jill Elizabeth Nelson"
"6353","reluctant runaway","Fiction",2007,3.7,"Jill Elizabeth Nelson"
"6354","sense and sensuality","Religion",2006,3.93,"Ravi Zacharias"
"6355","effigies","Fiction",2011,4.02,"Mary Anna Evans"
"6359","bull halsey","Biography & Autobiography",2003,4.16,"Elmer Belmont Potter"
"6360","inuyasha ani-manga","Comics & Graphic Novels",2004,4.36,"Rumiko Takahashi"
"6361","ranma 1/2","Comics & Graphic Novels",2004,4.12,"Rumiko Takahashi"
"6362","nausica<U+00E4> of the valley of the wind","Comics & Graphic Novels",2004,4.61,"Hayao Miyazaki"
"6363","vagabond","Comics & Graphic Novels",2005,4.41,"Takehiko Inoue"
"6366","demon diary","Comics & Graphic Novels",2003,4.11,"Kara Lim"
"6367","crescent moon","Comics & Graphic Novels",2005,4.22,"Haruko Iida"
"6369","tuf voyaging","Fiction",2003,4.09,"George R. R. Martin"
"6370","the canterville ghost","Fiction",2005,3.89,"Oscar Wilde"
"6372","from baghdad, with love","History",2006,4.11,"Jay Kopelman"
"6373","here, there and everywhere","Biography & Autobiography",2007,4.25,"Geoff Emerick"
"6374","natural theology","Religion",2002,3.73,"Emil Brunner"
"6376","the complete idiot's guide to world religions","Religion",2004,3.66,"Brandon Toropov"
"6378","angels and demons","Comics & Graphic Novels",2003,3.52,"Craig Thompson"
"6379","hellsing","Comics & Graphic Novels",2004,4.29,"Kohta Hirano"
"6380","star wars: clone wars volume 6: on the fields of battle","Comics & Graphic Novels",2005,4.04,"John Ostrander"
"6381","star wars: empire volume 5","Comics & Graphic Novels",2006,3.51,"Various"
"6382","star wars: clone wars volume 8: the last siege, the final truth","Comics & Graphic Novels",2006,4.09,"John Ostrander"
"6383","eden","Comics & Graphic Novels",2006,4.2,"Hiroki Endo"
"6385","conan and the demons of khitai","Comics & Graphic Novels",2006,3.3,"Akira Yoshida"
"6386","star wars: clone wars volume 9: endgame","Comics & Graphic Novels",2006,4.11,"John Ostrander"
"6387","museum of terror","Comics & Graphic Novels",2006,4.1,"Junji It<U+014D>"
"6388","star wars: omnibusxwing rogue squadron vol. 2","Comics & Graphic Novels",2005,3.87,"Various"
"6389","star wars: empire volume 6 in the shadows of their fathers","Comics & Graphic Novels",2005,3.71,"Thomas Andrews"
"6390","star wars: knights of the old republic vol. 1--commencement","Comics & Graphic Novels",2006,4.07,"John Jackson Miller"
"6391","facts in the case of the departure of miss finch hc","Comics & Graphic Novels",2008,3.55,"Neil Gaiman"
"6392","star wars: empire volume 7--the wrong side of the war","Comics & Graphic Novels",2007,3.8,"Welles Hartley"
"6393","devil by the deed","Comics & Graphic Novels",2007,4.08,"Matt Wagner"
"6394","ward no. 6 and other stories","Fiction",2003,4.32,"Anton Pavlovich Chekhov"
"6395","robinson crusoe","Juvenile Fiction",2003,3.67,"Daniel Defoe"
"6396","moby-dick","Fiction",2003,3.49,"Herman Melville"
"6397","middlemarch","Fiction",2003,3.95,"George Eliot"
"6398","main street","Fiction",2003,3.76,"Sinclair Lewis"
"6399","uncle tom's cabin","Fiction",2003,3.86,"Harriet Beecher Stowe"
"6400","sense and sensibility","Fiction",2003,4.07,"Jane Austen"
"6401","the strange case of dr. jekyll and mr. hyde and other stories","Fiction",2003,4.01,"Robert Louis Stevenson"
"6403","the death of ivan ilych and other stories","Fiction",2004,4.1,"Graf Leo Tolstoy"
"6404","sense and sensibility","Fiction",2004,4.07,"Jane Austen"
"6405","the house of mirth","Fiction",2004,3.95,"Edith Wharton"
"6407","essential dialogues of plato","Philosophy",2005,4.05,"Plato"
"6408","daniel deronda","Fiction",2005,3.83,"George Eliot"
"6410","swann's way","Fiction",2005,4.14,"Marcel Proust"
"6411","the sillymarillion","Fiction",2004,3.65,"D. R. Lloyd"
"6412","the soloist","Fiction",2006,3.27,"Nicholas Christopher"
"6415","the fellowship of the ring","Fiction",2003,4.35,"John Ronald Reuel Tolkien"
"6416","seabiscuit","Biography & Autobiography",2003,4.46,"B. K. Beckwith"
"6417","the war of the world","History",2006,4.04,"Niall Ferguson"
"6418","the brief and frightening reign of phil","Fiction",2005,3.7,"George Saunders"
"6419","plan b","Biography & Autobiography",2006,4.06,"Anne Lamott"
"6420","the portrait","Fiction",2006,3.45,"Iain Pears"
"6421","the kite runner","Fiction",2005,4.28,"Khaled Hosseini"
"6422","a long way down","Fiction",2006,3.42,"Nick Hornby"
"6424","the ghost map","History",2006,3.91,"Steven Johnson"
"6425","grace (eventually)","Religion",2007,3.98,"Anne Lamott"
"6431","so yesterday","Juvenile Fiction",2005,3.58,"Scott Westerfeld"
"6432","diabolo","Comics & Graphic Novels",2004,3.44,"Kaoru Ohashi"
"6433","rg veda","Comics & Graphic Novels",2005,3.72,"Clamp"
"6434","dragon head","Comics & Graphic Novels",2006,3.69,"Minetaro Mochizuki"
"6435","the oath","Fiction",2005,4.07,"Frank E. Peretti"
"6436","a time to embrace","Fiction",2006,4.35,"Karen Kingsbury"
"6437","teleny, or, the reverse of the medal","Fiction",2006,3.68,"Oscar Wilde"
"6438","his excellency","Fiction",2006,3.69,"<U+00C9>mile Zola"
"6439","vampire hunter d volume 1","Comics & Graphic Novels",2005,3.98,"Hideyuki Kikuchi"
"6440","vampire hunter d volume 2: raiser of gales","Comics & Graphic Novels",2005,3.87,"Hideyuki Kikuchi"
"6441","vampire hunter d volume 3: demon deathase","Comics & Graphic Novels",2005,4.02,"Hideyuki Kikuchi"
"6444","ju-on","Fiction",2006,3.84,"Kei <U+014C>ishi"
"6445","vampire hunter d volume 4: tale of the dead town","Comics & Graphic Novels",2006,3.92,"Hideyuki Kikuchi"
"6446","vampire hunter d volume 5: the stuff of dreams","Comics & Graphic Novels",2006,3.99,"Hideyuki Kikuchi"
"6447","vampire hunter d volume 6: pilgrimage of the sacred","Comics & Graphic Novels",2006,4.11,"Hideyuki Kikuchi"
"6448","vampire hunter d volume 7: mysterious journey to the north sea, part 1","Comics & Graphic Novels",2007,4.27,"Hideyuki Kikuchi"
"6449","inside job","Fiction",2005,3.66,"Connie Willis"
"6450","hard candy","Fiction",2005,4,"Angela Knight"
"6451","side effects","Juvenile Fiction",2006,3.87,"Amy Goldman Koss"
"6453","a christmas carol","Juvenile Fiction",2005,4.34,"Charles Dickens"
"6454","sherlock holmes and the case of the hound of the baskervilles","Juvenile Fiction",2005,4.51,"Arthur Conan Doyle"
"6455","i, robot","Fiction",2004,4.02,"Harlan Ellison"
"6456","roger zelazny's to rule in amber","Fiction",2005,3.75,"John Gregory Betancourt"
"6457","undead and unwed","Fiction",2005,3.82,"Maryjanice Davidson"
"6458","undead and unappreciated","Fiction",2005,3.88,"Maryjanice Davidson"
"6459","the algebraist","Fiction",2006,4.01,"Iain M. Banks"
"6460","marilyn manson","Religion",2006,4,"Richard D. Nelson"
"6461","love mode volume 1: (yaoi)","Comics & Graphic Novels",2005,3.92,"Yuki Shimizu"
"6462","love mode volume 2: (yaoi)","Comics & Graphic Novels",2006,4.24,"Yuki Shimizu"
"6463","love mode volume 5: (yaoi)","Comics & Graphic Novels",2007,4.32,"Yuki Shimizu"
"6464","tramps like us","Comics & Graphic Novels",2007,4.38,"Yayoi Ogawa"
"6465","shout out loud! volume 5: (yaoi)","Comics & Graphic Novels",2007,3.95,"Satosumi Takaguchi"
"6466","blood sucker volume 1: legend of """"zipangu""""","Comics & Graphic Novels",2006,3.2,"Saki Okuse"
"6467","seikai: crest of the stars volume 2: a modest war","Comics & Graphic Novels",2007,4.1,"Morioka Hiroyuki"
"6468","seikai: crest of the stars volume 3: return to a strange world","Comics & Graphic Novels",2007,4.21,"Morioka Hiroyuki"
"6469","trinity blood","Comics & Graphic Novels",2006,4.11,"Sunao Yoshida"
"6470","twelve kingdoms, the - hardcover edition volume 1: sea of shadow","Comics & Graphic Novels",2007,4.21,"Fuyumi Ono"
"6471","the drift house","Juvenile Fiction",2006,3.64,"Dale Peck"
"6472","naughty little secret","Fiction",2006,3.73,"Shelley Bradley"
"6473","the great and secret show","Comics & Graphic Novels",2006,4.22,"Chris Ryall"
"6474","vegas bites","Fiction",2006,4.11,"L. A. Banks"
"6475","the lost continent","Fiction",2008,3.67,"Edgar Rice Burroughs"
"6492","the death of ivan ilyich and other stories","Fiction",2004,4.1,"Leo Tolstoy"
"6497","jean rhys","Literary Criticism",2003,3.64,"Carl Plasa"
"6498","divine filth","Fiction",2004,3.93,"Georges Bataille"
"6512","the nightmare years, 1930-1940","History",2001,4.23,"William L. Shirer"
"6521","the cutting room","Fiction",2004,3.62,"Louise Welsh"
"6522","the penelopiad","Fiction",2005,3.69,"Margaret Atwood"
"6523","weight","Fiction",2005,3.77,"Jeanette Winterson"
"6524","adi<U+00F3>s hemingway","Fiction",2006,3.71,"Leonardo Padura Fuentes"
"6525","never call retreat","History",2001,4.33,"Bruce Catton"
"6526","the coming fury","History",2001,4.29,"Bruce Catton"
"6527","terrible swift sword","History",2001,4.35,"Bruce Catton"
"6528","the complete short stories of h.g. wells","Fiction",2000,4.14,"Herbert George Wells"
"6530","still life with woodpecker","Fiction",2001,4.04,"Tom Robbins"
"6531","jitterbug perfume","Fiction",2001,4.24,"Tom Robbins"
"6533","beowulf & grendel","History",2005,3.57,"John Grigsby"
"6538","the rough guide to the beatles","Biography & Autobiography",2006,3.87,"Chris Ingham"
"6540","primal heat","Fiction",2004,4.12,"Sherri L. King"
"6541","the fatal eggs","Fiction",2005,3.79,"Mikhail Bulgakov"
"6543","red road from stalingrad","History",1990,4.12,"Mansur Abdulin"
"6544","the ultramarines omnibus","Fiction",2008,3.97,"Graham Mcneill"
"6545","outlander","Fiction",2006,3.9,"Matt Keefe"
"6546","doctor who short trips: repercussions","Fiction",2004,3.38,"Gary Russell"
"6548","attack of the jaguar","Juvenile Fiction",2004,3.4,"M. A. Harvey"
"6550","le syst<U+00E8>me des objets","Philosophy",2005,4,"Jean Baudrillard"
"6551","the function of criticism","Philosophy",2005,3.65,"Terry Eagleton"
"6552","in defense of lost causes","Philosophy",2008,3.89,"Slavoj <U+017D>i<U+017E>ek"
"6555","the intelligence of evil or the lucidity pact","Philosophy",2005,3.86,"Jean Baudrillard"
"6559","love letters","Biography & Autobiography",1999,3.67,"Kahlil Gibran"
"6563","the blonde on the street corner","Fiction",1954,3.72,"David Goodis"
"6564","of tender sin","Fiction",1952,3.69,"David Goodis"
"6567","the history of tom jones","Fiction",1992,3.74,"Henry Fielding"
"6568","the three musketeers","Fiction",1993,4.07,"Alexandre Dumas"
"6569","moll flanders","Fiction",1993,3.52,"Daniel Defoe"
"6570","tales from shakespeare","Fiction",1994,3.94,"Charles Lamb"
"6572","cyrano de bergerac","Drama",1991,4.06,"Edmond Rostand"
"6573","abandonment","Drama",2000,3.6,"Kate Atkinson"
"6575","l<U+00FC>tzen 1632","History",2001,3.61,"Richard Brzezinski"
"6578","a scandalous life","Biography & Autobiography",1996,4.03,"Mary S. Lovell"
"6581","tom hunter","Biography & Autobiography",2005,3.58,"Tracy Chevalier"
"6587","the fires of heaven","Juvenile Nonfiction",1994,4.15,"Robert Jordan"
"6595","the life and games of mikhail tal","Biography & Autobiography",1997,4.51,"Mihails T<U+0101>ls"
"6600","stand on zanzibar","Fiction",1999,3.96,"John Brunner"
"6605","the missionary position","Biography & Autobiography",1995,4.06,"Christopher Hitchens"
"6606","no one left to lie to","History",2000,3.85,"Christopher Hitchens"
"6607","blaming the victims","History",2001,4.21,"Edward W. Said"
"6608","late victorian holocausts: el nino famines and the making of the third world","History",2002,4.1,"Mike Davis"
"6610","the trial of henry kissinger","Biography & Autobiography",2002,3.96,"Christopher Hitchens"
"6613","the year of the death of ricardo reis","Fiction",1998,4.03,"Jos<U+00E9> Saramago"
"6614","the wind-up bird chronicle","Fiction",1999,4.17,"Haruki Murakami"
"6617","independent people","Fiction",1946,4.17,"Halld<U+00F3>r Laxness"
"6621","mary, queen of scots","Biography & Autobiography",2001,3.71,"Jenny Wormald"
"6626","rodinsky's room","Biography & Autobiography",2000,3.88,"Rachel Lichtenstein"
"6630","money to burn","Fiction",2004,3.75,"Ricardo Piglia"
"6635","what uncle sam really wants","History",1992,3.99,"Noam Chomsky"
"6637","best of the eighties","Comics & Graphic Novels",2001,3.94,"John L. Goldwater"
"6643","purity","Fiction",2000,3.78,"Douglas Clegg"
"6651","the jungle","Fiction",2003,3.73,"Upton Sinclair"
"6652","the world of jules verne","Fiction",2006,3.5,"Gonzague Saint Bris"
"6653","through a brazen mirror","Fiction",1999,3.38,"Delia Sherman"
"6655","charles dickens as a legal historian","History",2010,3.67,"William Searle Holdsworth"
"6657","the dancing girl of izu and other stories","Fiction",1998,3.78,"Yasunari Kawabata"
"6658","blood lines","Fiction",2006,4.02,"Richard Matheson"
"6659","tolkien on film","Literary Criticism",2004,3.77,"Janet Brennan Croft"
"6663","to america with love","Biography & Autobiography",2000,3.93,"Abbie Hoffman"
"6664","teach them diligently","Religion",2000,4.24,"Louis Paul Priolo"
"6667","my sister's keeper","Fiction",2000,3.7,"Nora Kelly"
"6669","open city 6","Fiction",2000,0,"Thomas Beller"
"6670","mother's milk","Fiction",2005,3.76,"Edward St. Aubyn"
"6671","lands of promise and despair","History",2001,3.69,"Rose Marie Beebe"
"6674","white widow","Fiction",2000,3.01,"Jim Lehrer"
"6678","plastic jesus","Fiction",2000,3.57,"Poppy Z. Brite"
"6679","guilty but insane","Biography & Autobiography",2001,3.97,"Poppy Z. Brite"
"6680","the state of the art","Fiction",2005,3.84,"Iain M. Banks"
"6681","her smoke rose up forever","Fiction",2004,4.21,"James Tiptree"
"6682","the line between","Fiction",2006,4.12,"Peter S. Beagle"
"6684","strangers in paradise","Comics & Graphic Novels",2004,4.09,"Terry Moore"
"6685","strangers in paradise","Comics & Graphic Novels",2005,4.38,"Terry Moore"
"6687","the devil's in the details","Fiction",2004,4.01,"Mary Jane Maffini"
"6689","galapagos, a natural history","History",1993,3.87,"Michael Hume Jackson"
"6690","acme novelty datebook, volume one","Comics & Graphic Novels",2013,4.17,"Chris Ware"
"6696","shakespeare's sonnets","Drama",1997,4.25,"William Shakespeare"
"6698","the scandal of ulysses","Literary Criticism",2004,3.79,"Bruce Arnold"
"6701","king henry iv part 2","Drama",1967,3.8,"William Shakespeare"
"6702","king henry iv part 1","Drama",2002,3.82,"William Shakespeare"
"6703","hamlet: the texts of 1603 and 1623","Drama",2006,4.01,"William Shakespeare"
"6704","judas pig","Fiction",2004,4.35,"Horace Silver"
"6705","dostoevsky","Biography & Autobiography",2003,3.78,"Richard Freeborn"
"6712","a midwife's story","Biography & Autobiography",2006,4.06,"Penny Armstrong"
"6713","aquinas's shorter summa","Religion",2002,4.1,"Saint Thomas (Aquinas)"
"6718","the empire of ice cream","Fiction",2006,4.06,"Jeffrey Ford"
"6719","the jennifer morgue","Fiction",2006,4.04,"Charles Stross"
"6720","the brothers lionheart","Juvenile Fiction",2004,4.36,"Astrid Lindgren"
"6721","the irish anatomist","Biography & Autobiography",2002,5,"Keith Donohue"
"6722","the value of x","Fiction",2003,4.14,"Poppy Z. Brite"
"6724","novels, 1896-1899","Fiction",2003,4.25,"Henry James"
"6725","democracy in america","Philosophy",2004,4.02,"Alexis De Tocqueville"
"6726","little women ; little men ; jo's boys","Fiction",2005,4.31,"Louisa May Alcott"
"6727","novels, 1901-1902","Fiction",2006,4.68,"Henry James"
"6729","the brooklyn bridge","Juvenile Nonfiction",2006,4.44,"Elizabeth Mann"
"6730","paradise kiss","Comics & Graphic Novels",2002,4.1,"Ai Yazawa"
"6731","interfictions","Fiction",2007,3.77,"Delia Sherman"
"6733","no one is illegal","History",2006,4.07,"Justin Akers Chac<U+00F3>n"
"6736","the anthology at the end of the universe","Literary Criticism",2005,3.85,"Glenn Yeffeth"
"6737","mapping the world of harry potter","Literary Criticism",2006,4.32,"Mercedes Lackey"
"6741","birthday","Fiction",2006,3.68,"K<U+014D>ji Suzuki"
"6743","richard matheson's hell house","Comics & Graphic Novels",2004,4.08,"Ian Edington"
"6744","hell house","Comics & Graphic Novels",2005,4.5,"Ian Edginton"
"6745","artesia","Comics & Graphic Novels",2011,4,"Mark Smylie"
"6747","timothy mcsweeney's","Fiction",2004,3.73,"Dave Eggers"
"6748","how we are hungry","Fiction",2004,3.75,"Dave Eggers"
"6749","the polysyllabic spree","Literary Criticism",2004,3.73,"Nick Hornby"
"6750","the very persistent gappers of frip","Juvenile Fiction",2006,4.11,"George Saunders"
"6751","mcsweeney's","Fiction",2005,3.72,"Dave Eggers"
"6752","mcsweeney's","Fiction",2006,3.8,"T. C. Boyle"
"6753","housekeeping vs. the dirt","Literary Criticism",2006,3.88,"Nick Hornby"
"6754","what is the what","Fiction",2006,4.16,"Dave Eggers"
"6755","mcsweeney's","Fiction",2007,3.81,"Dave Eggers"
"6756","erotica","Fiction",2004,2.44,"Kelly Carr"
"6757","erotica","Fiction",2004,3,"Kelly Carr"
"6761","han'guk-sik sarang","Comics & Graphic Novels",2006,3.44,"J. Torres"
"6762","wasteland vol. 1","Comics & Graphic Novels",2010,3.56,"Antony Johnston"
"6763","dragons of winter night","Comics & Graphic Novels",2007,4.14,"Margaret Weis"
"6764","doc savage","Fiction",2006,4.01,"Kenneth Robeson"
"6766","under the influence","History",2004,3.64,"Preston Peet"
"6767","real rule of four","History",2004,3.45,"Joscelyn Godwin"
"6770","a matter of trust","Fiction",2006,4.2,"Radclyffe"
"6771","carly's sound","Fiction",2006,4.21,"Ali Vali"
"6772","the good fairies of new york","Fiction",2006,3.51,"Martin Millar"
"6773","mitz","Fiction",2007,3.7,"Sigrid Nu<U+0096>Ez"
"6774","amazing disgrace","Fiction",2006,3.79,"James Hamilton-Paterson"
"6777","falling angel","Fiction",2006,3.92,"William Hjortsberg"
"6779","night has a thousand eyes","Fiction",2007,3.77,"Cornell Woolrich"
"6790","joseph cornell","Juvenile Nonfiction",2003,4.06,"Joseph Cornell"
"6796","<U+4E94><U+8F2A><U+66F8> : <U+82F1><U+6587><U+7248>","Philosophy",2002,4.08,"<U+6B66><U+8535><U+00B7><U+5BAE><U+672C>"
"6798","coin locker babies","Fiction",2002,3.75,"<U+6751><U+4E0A><U+9F8D>"
"6800","cry, the peacock","Fiction",1980,3.22,"Anita Desai"
"6806","i am that","Philosophy",1999,4.51,"Sri Nisargadatta Maharaj"
"6809","the berlin phenomenology","History",1981,0,"Georg Wilhelm Friedrich Hegel"
"6810","'i'm telling you stories'","Literary Criticism",1998,3.7,"Helena Grice"
"367","ocean star express","Juvenile Fiction",2002,3.5,"Peter Sutton"
"823","the silmarillion","Fiction",2004,3.91,"Ted Nasmith"
"1125","rest, rabbit, rest","Juvenile Fiction",1978,4.01,"Richard Hefter"
"1163","an old-fashioned thanksgiving","Juvenile Fiction",2005,3.7,"James Bernardin"
"1331","the illustrated alchemist","Fiction",1998,3.85,"Alan R. Clarke"
"1711","how to make love like a porn star","Biography & Autobiography",2004,3.75,"Neil Strauss"
"1781","the girls of lighthouse lane #3","Juvenile Fiction",2005,3.96,"Erika Tamar"
"2956","the lion, the witch and the wardrobe read-aloud edition","Juvenile Fiction",2005,4.21,"Pauline Baynes"
"3009","animal, vegetable, miracle","Biography & Autobiography",2007,4.04,"Camille Kingsolver"
"30110","good omens","Fiction",2006,4.25,"Terry Pratchett"
"30210","dates from hell","Fiction",2006,3.78,"Lynsay Sands"
"3102","how to make money like a porn star","Comics & Graphic Novels",2006,3.31,"Bernard Chang"
"3571","the map that changed the world","Biography & Autobiography",2002,3.82,"Soun Vannithone"
"3681","wittgenstein's poker","Philosophy",2002,3.75,"John Eidinow"
"3953","the long hard road out of hell","Biography & Autobiography",1999,3.89,"Neil Strauss"
"3977","the dirt","Biography & Autobiography",2002,4.16,"Vince Neil"
"3985","life is elsewhere","Fiction",2000,3.95,"Aaron Asher"
"4016","well of darkness","Fiction",2001,3.66,"Tracy Hickman"
"4041","realms of dragons","Fiction",1999,4.04,"Denise Little"
"4251","goodnight moon 123","Juvenile Fiction",2007,3.59,"Clement Hurd"
"4681","the pilgrimage","Fiction",1995,3.65,"Alan R. Clarke"
"4991","old town in the green groves","Juvenile Fiction",2004,4.04,"Jim Lamarche"
"5031","little house friends","Juvenile Fiction",1998,3.99,"Laura Ingalls Wilder"
"6341","world studies: eastern hemisphere","Juvenile Nonfiction",2004,2,"Pearson Prentice Hall"
"6364","the african-american odyssey","History",2005,3.95,"William C. Hine"
"6654","the spectator bird","Fiction",1976,3.98,"Wallace Stegner"
"6801","the assault","Fiction",1995,3.78,"Andrew Hurley"
"7041","the beloved","Fiction",1997,4.19,"John Walbridge"
"7081","selected letters, 1940-1956","Biography & Autobiography",1996,4.12,"Ann Charters"
"7161","dubliners","Fiction",1996,3.85,"Robert Scholes"
"7411","the metamorphosis and other stories","Fiction",2000,3.8,"Malcolm Pasley"
"7471","collected fictions","Fiction",1998,4.58,"Andrew Hurley"
"7531","selected letters, 1957-1969","Biography & Autobiography",2000,4.16,"Ann Charters"
"7621","pippi goes on board","Juvenile Fiction",1977,4.12,"Louis S. Glanzman"
"7751","three gothic novels","Fiction",1968,3.7,"William Beckford"
"7931","prometheus bound and other plays","Drama",1961,4.1,"Philip Vellacott"
"7981","the gambler, bobok, a nasty story","Fiction",1966,4,"Fyodor Dostoyevsky"
"8111","notre-dame de paris","Fiction",1978,3.99,"John Sturrock"
"8121","spring torrents","Fiction",1980,3.94,"Leonard Shapiro"
"8161","les miserables","Fiction",1982,4.16,"Norman Denny"
"8211","gargantua and pantagruel","Biography & Autobiography",2006,3.71,"Michael Andrew Screech"
"8251","poetics","Literary Criticism",1996,3.82,"Malcolm Heath"
"8281","the bacchae and other plays","Drama",2005,4.13,"John N. Davie"
"8291","democracy in america","History",2003,4.02,"Gerald Bevan"
"8301","the consolation of philosophy","Literary Criticism",1999,3.97,"Victor Watts"
"8311","metamorphosis","Fiction",2004,4.05,"David Raeburn"
"8321","sentimental education","Fiction",1964,3.83,"Robert Baldick"
"8331","three tales","Fiction",2005,3.71,"Roger Whitehouse"
"8351","lysistrata and other plays","Drama",2002,3.96,"Alan H. Sommerstein"
"8381","city of god","History",2003,3.92,"Henry Scowcroft Bettenson"
"8411","madame bovary","Fiction",2003,3.66,"Geoffrey Wall"
"8421","the republic","Philosophy",2003,3.93,"Sir Henry Desmond Pritchard Lee"
"8431","anna karenina","Fiction",2002,4.04,"Richard Pevear"
"8471","the last days of socrates","Fiction",2003,4.07,"Hugh Tredennick"
"8501","the birds and other plays","Drama",1978,4.13,"David Barrett"
"8541","christmas in noisy village","Juvenile Fiction",1981,4.18,"Ilon Wikland"
"8831","henry iv part two","Literary Criticism",2005,3.8,"Adrian Poole"
"9171","nausea","Fiction",2000,3.92,"Robert Baldick"
"9591","a passage to india","Fiction",2005,3.68,"Pankaj Mishra"
"9911","the enormous crocodile","Juvenile Fiction",2003,3.77,"Quentin Blake"
"9921","triss","Juvenile Fiction",2004,3.98,"David Elliot"
"10021","the bfg","Juvenile Nonfiction",2007,4.26,"David Wood"
"10151","aleph and other stories","Fiction",2000,4.38,"Andrew Hurley"
"10161","a universal history of iniquity","Fiction",2004,3.97,"Andrew Hurley"
"10201","salamandastron","Juvenile Fiction",2003,4.06,"Gary Chalk"
"10291","windblown world","Biography & Autobiography",2006,4.15,"Douglas Brinkley"
"10461","the social contract","Philosophy",2004,3.76,"Maurice Cranston"
"10481","bleak house","Fiction",2006,4.01,"Nicola Bradbury"
"10541","the bar on the seine","Fiction",2007,3.69,"David Watson"
"10571","the quiet american","Fiction",1955,3.97,"Robert Stone"
"10591","world of wonders","Fiction",2006,4.1,"Wayne Johnston"
"10641","the adventures of augie march","Fiction",2006,3.85,"Christopher Hitchens"
